,etp
14664,127.942365380515
6617,47.7452019282649
14638,119.754013872315
283,102.216283356183
16653,124.590230542086
17964,86.7921584192428
8830,116.399624487039
15432,110.047278055677
2116,78.4763303430477
4996,59.6466921783653
12879,83.7504132952848
8451,86.9345000643671
11877,132.798980846265
15546,62.4658460418762
10069,97.872641944197
1131,117.038552865737
17492,122.07526234616
1704,113.250435527212
17469,129.324446947786
4262,108.026998538594
4130,100.578094444533
6047,123.132884363583
13848,124.222819109922
15624,100.816163853919
12886,99.3912499216944
6013,110.312530826293
4075,112.852321151904
4480,71.3334644717819
14608,66.8627952499987
10660,71.6867454267464
8767,77.4331659690685
175,122.060902778678
5067,83.8132026350137
11939,95.8220225052511
2896,79.1763059881599
2450,119.066553084735
2252,180.709690629829
8100,103.926585895482
9783,99.7516893920273
5215,84.0484740724584
3019,98.8623143329703
14876,113.753996515725
16988,99.4353092638725
11884,74.083626932108
15742,98.9815841137972
9093,149.939438714153
13380,99.4214359313884
13610,112.46465056392
4683,86.8748021679053
17483,92.2726315979117
8708,105.706765615289
1635,79.621516183174
12726,78.3131019352398
3692,110.818788847072
13384,63.6950652527303
5739,88.9248286094982
7039,88.2133002339773
13824,114.625134007833
15043,79.7272480268179
18404,83.6040549231778
13259,114.8461056939
5176,67.2044717352478
16797,109.362412303009
7278,73.9018442618577
1371,100.055756560388
351,94.2316384866497
6560,126.990035047601
15223,75.9370749486979
7150,111.697970369739
1393,103.681418501838
9821,62.0826052135842
14578,126.373230924234
15828,103.666470394399
11547,84.692387254573
11234,103.331963406625
15702,50.0866190554443
6463,99.5352638395332
14357,57.2981004907626
2411,110.166439893217
5585,50.2582363649511
2241,175.810175392456
14449,103.620564712814
17610,66.9990791987697
7958,115.259092553371
2951,113.161199986859
5470,138.156408046166
